Entity,Code,Year,Other cancers (deaths),Gallbladder cancer (deaths),Larynx cancer (deaths),Other pharynx cancer (deaths),Kidney cancer (deaths),Ovarian cancer (deaths),Lip and oral cavity cancer (deaths),Bladder cancer (deaths),Brain and nervous system cancer (deaths),Non-Hodgkin lymphoma (deaths),Cervical cancer (deaths),Leukemia (deaths),Prostate cancer (deaths),Pancreatic cancer (deaths),Esophageal cancer (deaths),Breast cancer (deaths),Liver cancer (deaths),Colon and rectum cancer (deaths),Stomach cancer (deaths),"Tracheal, bronchus, and lung cancer (deaths)"
United Kingdom,GBR,2011,18353,2069,841,888,4129,4758,1585,5619,3877,5211,1642,6665,11783,9654,8046,13144,4204,18290,7872,36940
United Kingdom,GBR,2012,18820,2186,851,916,4214,4793,1624,5750,3959,5304,1636,6752,12101,9892,8181,13296,4416,18640,7928,37477
United Kingdom,GBR,2013,19275,2255,868,943,4283,4828,1674,5851,4032,5396,1628,6805,12419,10083,8301,13415,4605,18903,7951,38005
United Kingdom,GBR,2014,19741,2329,882,962,4380,4850,1721,5985,4103,5494,1619,6843,12832,10296,8427,13489,4756,19214,7999,38609
United Kingdom,GBR,2015,20051,2364,896,977,4451,4862,1757,6086,4154,5587,1604,6917,13246,10446,8539,13528,4835,19508,8075,39060
United Kingdom,GBR,2016,20268,2365,907,983,4504,4918,1767,6203,4194,5690,1611,7033,13636,10563,8631,13613,4826,19804,8220,39555
United States,USA,1990,45910,3757,4426,2613,10354,12598,5629,11537,11407,20227,5994,21601,30848,27945,11168,43874,9188,68411,17191,151025
United States,USA,1991,46647,3747,4471,2603,10626,12807,5613,11721,11618,20914,5967,21977,31721,28380,11384,44156,9607,68509,17062,153629
United States,USA,1992,47404,3750,4500,2598,10872,13003,5596,11944,11793,21567,5969,22373,32455,28867,11630,44412,10093,68818,16906,156410
United States,USA,1993,48383,3753,4558,2599,11096,13167,5603,12207,11988,22258,6001,22845,33091,29388,11927,45001,10600,69620,16955,160128
United States,USA,1994,49160,3774,4592,2604,11363,13389,5558,12442,12174,22962,6010,23234,33452,29883,12219,45324,11092,70146,16860,163247
United States,USA,1995,49995,3777,4610,2596,11610,13522,5557,12665,12292,23562,6023,23644,33602,30320,12485,45526,11620,70630,16826,166358
United States,USA,1996,50541,3786,4557,2573,11725,13599,5485,12791,12388,23952,6003,23807,33222,30592,12642,45177,12061,70189,16536,165920
United States,USA,1997,51042,3778,4467,2561,11831,13723,5430,12884,12462,24220,5962,23877,32538,30866,12752,44549,12481,69603,16242,165096
United States,USA,1998,52019,3820,4483,2565,11997,13861,5417,13099,12615,24401,5948,24089,32181,31401,13078,44327,12990,70109,16275,166720
United States,USA,1999,53451,3920,4505,2580,12043,14064,5366,13345,12767,24262,5987,24309,31782,32082,13411,44290,13524,71081,16357,168487
United States,USA,2000,54362,3999,4494,2577,12240,14267,5360,13545,12866,24092,5983,24479,31300,32576,13660,44269,14032,71150,16264,169897
United States,USA,2001,55348,4095,4477,2614,12450,14507,5382,13776,12997,23941,5979,24668,30983,33189,13914,44346,14613,71199,16177,170420
United States,USA,2002,56179,4187,4483,2648,12649,14680,5410,14050,13155,23792,5980,24866,30705,33873,14188,44395,15248,71371,16158,171615
United States,USA,2003,56929,4250,4488,2686,12828,14759,5428,14258,13276,23616,5976,24996,30308,34558,14439,44248,15899,71137,16060,172120
United States,USA,2004,57633,4304,4464,2726,12995,14824,5446,14519,13387,23440,5952,25057,29991,35300,14652,43959,16569,70543,15875,172174
United States,USA,2005,58410,4363,4464,2759,13168,14824,5471,14756,13521,23317,5979,25172,29765,36011,14884,43672,17281,70232,15733,172420
United States,USA,2006,59204,4420,4441,2800,13309,14821,5500,14950,13620,23247,6019,25280,29552,36683,15062,43300,17956,69906,15577,170925
United States,USA,2007,60169,4505,4426,2862,13534,14854,5575,15205,13832,23303,6047,25435,29626,37487,15251,43243,18731,69964,15491,170402
United States,USA,2008,61265,4596,4455,2919,13785,14952,5651,15462,14108,23430,6089,25664,29751,38378,15478,43588,19589,70287,15487,170522
United States,USA,2009,62468,4638,4458,2979,14035,15098,5731,15712,14398,23610,6124,25859,29912,39214,15708,43953,20477,70443,15396,170136
United States,USA,2010,63805,4713,4490,3064,14311,15246,5859,16037,14665,23846,6186,26096,30283,40161,15998,44402,21376,70994,15450,170255
United States,USA,2011,65130,4801,4528,3143,14583,15342,5978,16417,14977,24099,6290,26436,30599,41102,16251,44856,22195,71629,15548,172047
United States,USA,2012,66625,4871,4583,3224,14861,15500,6123,16820,15357,24443,6387,26817,31082,42204,16558,45383,23013,72511,15739,174673
United States,USA,2013,68181,4980,4676,3297,15210,15677,6272,17264,15718,24844,6526,27274,31860,43272,16901,46064,23758,73776,16003,177979
United States,USA,2014,69747,5112,4770,3384,15496,15893,6431,17613,16088,25303,6640,27678,32742,44291,17227,46918,24278,75075,16281,181158
United States,USA,2015,71300,5237,4913,3460,15917,16328,6596,17985,16440,26131,6733,28298,34181,45228,17677,48246,24451,77342,16713,186483
United States,USA,2016,72847,5373,5047,3540,16324,16681,6752,18387,16779,26818,6835,28852,35468,46253,18141,49327,24860,79297,17130,191462
Vietnam,VNM,1990,6895,588,363,2313,232,648,1486,550,707,2039,1467,1383,877,1445,1785,2836,6207,5854,8135,16792
Vietnam,VNM,1991,7068,605,370,2387,240,669,1532,567,729,2106,1459,1411,910,1500,1822,2921,6384,6058,8255,17384
Vietnam,VNM,1992,7288,622,371,2488,248,688,1579,578,751,2189,1430,1438,943,1560,1863,3014,6554,6277,8362,18009
Vietnam,VNM,1993,7260,642,430,2479,258,734,1640,630,779,2198,1577,1468,977,1600,1916,3106,6863,6520,8655,18693
Vietnam,VNM,1994,7277,663,488,2491,267,777,1701,679,806,2222,1702,1497,1013,1640,1973,3196,7171,6771,8910,19334
Vietnam,VNM,1995,7347,685,541,2532,276,819,1760,733,828,2268,1783,1524,1049,1679,2034,3276,7446,7025,9207,20018
Vietnam,VNM,1996,7044,708,683,2401,292,851,1860,765,894,2138,2254,1547,1093,1733,2104,3350,8077,7306,8857,20766
Vietnam,VNM,1997,7255,734,693,2521,303,875,1920,792,915,2228,2188,1569,1131,1796,2180,3436,8310,7591,9014,21645
Vietnam,VNM,1998,7413,764,729,2621,316,898,1993,824,943,2294,2208,1595,1174,1859,2270,3533,8651,7903,9140,22586
Vietnam,VNM,1999,7601,792,757,2741,329,920,2061,852,970,2367,2203,1620,1215,1922,2369,3635,8976,8220,9270,23588
Vietnam,VNM,2000,7767,817,783,2857,342,943,2127,880,993,2433,2202,1640,1250,1985,2472,3731,9303,8525,9367,24597
Vietnam,VNM,2001,7932,840,804,2973,354,971,2195,901,1017,2502,2210,1660,1285,2045,2583,3839,9634,8834,9445,25515
Vietnam,VNM,2002,8073,859,822,3084,365,996,2257,918,1035,2556,2215,1672,1313,2099,2693,3931,9941,9120,9485,26369
Vietnam,VNM,2003,8215,880,841,3203,377,1021,2328,936,1053,2610,2223,1684,1340,2155,2817,4024,10268,9428,9532,27260
Vietnam,VNM,2004,8362,900,860,3334,390,1050,2405,955,1070,2665,2235,1694,1370,2217,2944,4119,10624,9758,9571,28174
Vietnam,VNM,2005,8514,917,882,3479,403,1080,2490,974,1087,2723,2250,1705,1400,2284,3076,4214,11019,10113,9609,29144
Vietnam,VNM,2006,8644,930,900,3607,416,1112,2572,992,1102,2781,2260,1716,1432,2349,3196,4299,11389,10453,9625,29804
Vietnam,VNM,2007,8757,938,918,3734,430,1142,2653,1010,1114,2831,2267,1722,1465,2420,3308,4382,11746,10813,9643,30519
Vietnam,VNM,2008,8871,945,938,3861,444,1170,2733,1028,1125,2883,2276,1732,1497,2492,3419,4457,12097,11186,9641,31180
Vietnam,VNM,2009,9053,955,965,4022,461,1209,2825,1052,1148,2957,2298,1753,1531,2580,3484,4561,12551,11582,9728,32035
Vietnam,VNM,2010,9231,963,992,4188,479,1249,2914,1075,1174,3029,2314,1773,1563,2671,3541,4661,13024,11959,9808,32849
Vietnam,VNM,2011,9394,970,1016,4324,496,1285,2992,1096,1199,3097,2325,1790,1594,2757,3569,4746,13501,12282,9873,33698
Vietnam,VNM,2012,9569,979,1044,4463,514,1322,3075,1119,1228,3171,2338,1812,1629,2849,3605,4837,13978,12609,9960,34645
Vietnam,VNM,2013,9769,994,1075,4619,533,1365,3172,1148,1263,3252,2357,1839,1667,2953,3651,4947,14482,12965,10095,35691
Vietnam,VNM,2014,9989,1014,1108,4782,555,1409,3275,1180,1302,3340,2379,1869,1712,3068,3700,5061,15007,13336,10251,36829
Vietnam,VNM,2015,10228,1036,1140,4946,578,1457,3398,1217,1343,3440,2403,1908,1762,3194,3768,5191,15549,13770,10415,38095
Vietnam,VNM,2016,10469,1058,1171,5105,601,1500,3512,1257,1384,3543,2428,1949,1820,3320,3825,5305,16045,14181,10584,39365
